id,dimension,question_text,round_1,round_2,round_3,round_4,round_5,round_6,round_7,round_8,round_9,round_10,round_11,round_12,round_13,round_14,round_15,round_16,round_17,round_18,round_19,round_20,round_21,round_22,round_23,round_24,round_25,round_26,round_27,round_28,round_29,round_30,round_31,round_32,round_33,round_34,round_35,round_36,round_37,round_38,round_39,round_40,round_41,round_42,round_43,round_44,round_45,round_46,round_47,round_48,round_49,round_50,yes_probability,variance,model_source,prompt_language
R_01_CHN,N/A,"你愿意花10人民币购买一张有1%几率赢得1,000人民币、99%几率一无所获的彩票吗？",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.06,0.0563999999999999,Grok,Chinese
R_01_CHN,,"你愿意花10人民币购买一张有1%几率赢得1,000人民币、99%几率一无所获的彩票吗？",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0.94,0.0564,Llama,Chinese
R_01_CHN,N/A,"你愿意花10人民币购买一张有1%几率赢得1,000人民币、99%几率一无所获的彩票吗？",0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0.6,0.24,ChatGPT-4o,Chinese
R_01_CHN,N/A,"你愿意花10人民币购买一张有1%几率赢得1,000人民币、99%几率一无所获的彩票吗？",1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0.46,0.2484,DeepSeek,Chinese
R_01_CHN,N/A,"你愿意花10人民币购买一张有1%几率赢得1,000人民币、99%几率一无所获的彩票吗？",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Qwen,Chinese
R_01_CHN,N/A,"你愿意花10人民币购买一张有1%几率赢得1,000人民币、99%几率一无所获的彩票吗？",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Claude,Chinese
R_01_KOR,N/A,"1% 확률로 1,000 원을 얻고 99% 확률로 아무것도 얻지 못하는 복권을 10 원을 주고 사겠습니까?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Gemini,Korean
R_01_KOR,N/A,"1% 확률로 1,000 원을 얻고 99% 확률로 아무것도 얻지 못하는 복권을 10 원을 주고 사겠습니까?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Claude,Korean
R_01_KOR,N/A,"1% 확률로 1,000 원을 얻고 99% 확률로 아무것도 얻지 못하는 복권을 10 원을 주고 사겠습니까?",1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0.6,0.24,ChatGPT-4o,Korean
R_01_KOR,N/A,"1% 확률로 1,000 원을 얻고 99% 확률로 아무것도 얻지 못하는 복권을 10 원을 주고 사겠습니까?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,DeepSeek,Korean
R_01_KOR,,"1% 확률로 1,000 원을 얻고 99% 확률로 아무것도 얻지 못하는 복권을 10 원을 주고 사겠습니까?",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.12,0.1055999999999999,Llama,Korean
R_01_KOR,N/A,"1% 확률로 1,000 원을 얻고 99% 확률로 아무것도 얻지 못하는 복권을 10 원을 주고 사겠습니까?",1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0.44,0.2464,Grok,Korean
R_01_KOR,N/A,"1% 확률로 1,000 원을 얻고 99% 확률로 아무것도 얻지 못하는 복권을 10 원을 주고 사겠습니까?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Qwen,Korean
R_01_RUS,N/A,"Вы бы потратили 10 руб. на лотерейный билет с 1% шансом выиграть 1,000 руб. и 99% шансом не выиграть ничего?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Claude,Russian
R_01_RUS,,"Вы бы потратили 10 руб. на лотерейный билет с 1% шансом выиграть 1,000 руб. и 99% шансом не выиграть ничего?",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,0.0384,Llama,Russian
R_01_RUS,N/A,"Вы бы потратили 10 руб. на лотерейный билет с 1% шансом выиграть 1,000 руб. и 99% шансом не выиграть ничего?",0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0.4,0.24,ChatGPT-4o,Russian
R_01_RUS,N/A,"Вы бы потратили 10 руб. на лотерейный билет с 1% шансом выиграть 1,000 руб. и 99% шансом не выиграть ничего?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Gemini,Russian
R_01_RUS,N/A,"Вы бы потратили 10 руб. на лотерейный билет с 1% шансом выиграть 1,000 руб. и 99% шансом не выиграть ничего?",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06,0.0564,Qwen,Russian
R_01_RUS,N/A,"Вы бы потратили 10 руб. на лотерейный билет с 1% шансом выиграть 1,000 руб. и 99% шансом не выиграть ничего?",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.94,0.0564,DeepSeek,Russian
R_01_RUS,N/A,"Вы бы потратили 10 руб. на лотерейный билет с 1% шансом выиграть 1,000 руб. и 99% шансом не выиграть ничего?",0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.24,0.1824,Grok,Russian
R_02,N/A,"Would you give up receiving 100 RMB now for a 50% chance of getting 300 RMB, and a 50% chance of getting nothing?",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,Grok,English
R_02,,"Would you give up receiving 100 RMB now for a 50% chance of getting 300 RMB, and a 50% chance of getting nothing?",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.98,0.0195999999999999,Llama,English
R_02,N/A,"Would you give up receiving 100 RMB now for a 50% chance of getting 300 RMB, and a 50% chance of getting nothing?",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98,0.0195999999999999,DeepSeek,English
R_02,N/A,"Would you give up receiving 100 RMB now for a 50% chance of getting 300 RMB, and a 50% chance of getting nothing?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Gemini,English
R_02,N/A,"Would you give up receiving 100 RMB now for a 50% chance of getting 300 RMB, and a 50% chance of getting nothing?",1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0.78,0.1716,ChatGPT-4o,English
R_02,N/A,"Would you give up receiving 100 RMB now for a 50% chance of getting 300 RMB, and a 50% chance of getting nothing?",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.12,0.1055999999999999,Qwen,English
R_02,N/A,"Would you give up receiving 100 RMB now for a 50% chance of getting 300 RMB, and a 50% chance of getting nothing?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Claude,English
R_02_ARAB,N/A,هل ستتخلى عن استلام 100 ريال سعودي الآن مقابل فرصة 50% للحصول على 300 ريال سعودي، وفرصة 50% للحصول على لا شيء؟,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,1,0,0,0,1,0,1,0,0,-1,0,0,0,0,0,1,0,0,0.1277,0.1114,ChatGPT-4o,Arabic
R_02_ARAB,N/A,هل ستتخلى عن استلام 100 ريال سعودي الآن مقابل فرصة 50% للحصول على 300 ريال سعودي، وفرصة 50% للحصول على لا شيء؟,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Gemini,Arabic
R_02_ARAB,N/A,هل ستتخلى عن استلام 100 ريال سعودي الآن مقابل فرصة 50% للحصول على 300 ريال سعودي، وفرصة 50% للحصول على لا شيء؟,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Qwen,Arabic
R_02_ARAB,N/A,هل ستتخلى عن استلام 100 ريال سعودي الآن مقابل فرصة 50% للحصول على 300 ريال سعودي، وفرصة 50% للحصول على لا شيء؟,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.16,0.13439999999999991,DeepSeek,Arabic
R_02_ARAB,N/A,هل ستتخلى عن استلام 100 ريال سعودي الآن مقابل فرصة 50% للحصول على 300 ريال سعودي، وفرصة 50% للحصول على لا شيء؟,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Claude,Arabic
R_02_ARAB,,هل ستتخلى عن استلام 100 ريال سعودي الآن مقابل فرصة 50% للحصول على 300 ريال سعودي، وفرصة 50% للحصول على لا شيء؟,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,0.8,0.16,Llama,Arabic
R_02_ARAB,N/A,هل ستتخلى عن استلام 100 ريال سعودي الآن مقابل فرصة 50% للحصول على 300 ريال سعودي، وفرصة 50% للحصول على لا شيء؟,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,Grok,Arabic
R_02_CHN,N/A,你愿意放弃现在获得100人民币的机会，以换取50%几率获得300人民币、50%几率一无所获的赌局吗？,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Claude,Chinese
R_02_CHN,N/A,你愿意放弃现在获得100人民币的机会，以换取50%几率获得300人民币、50%几率一无所获的赌局吗？,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Gemini,Chinese
R_02_CHN,N/A,你愿意放弃现在获得100人民币的机会，以换取50%几率获得300人民币、50%几率一无所获的赌局吗？,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Qwen,Chinese
R_02_CHN,N/A,你愿意放弃现在获得100人民币的机会，以换取50%几率获得300人民币、50%几率一无所获的赌局吗？,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0.94,0.0564,DeepSeek,Chinese
R_02_CHN,,你愿意放弃现在获得100人民币的机会，以换取50%几率获得300人民币、50%几率一无所获的赌局吗？,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0.26,0.1924,Llama,Chinese
R_02_CHN,N/A,你愿意放弃现在获得100人民币的机会，以换取50%几率获得300人民币、50%几率一无所获的赌局吗？,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,Grok,Chinese
R_02_CHN,N/A,你愿意放弃现在获得100人民币的机会，以换取50%几率获得300人民币、50%几率一无所获的赌局吗？,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.94,0.0564,ChatGPT-4o,Chinese
R_02_KOR,N/A,지금 100 원을 받는 것을 포기하고 50% 확률로 300 원을 받고 50% 확률로 아무것도 얻지 못하는 기회를 택하겠습니까?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Claude,Korean
R_02_KOR,N/A,지금 100 원을 받는 것을 포기하고 50% 확률로 300 원을 받고 50% 확률로 아무것도 얻지 못하는 기회를 택하겠습니까?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Gemini,Korean
R_02_KOR,N/A,지금 100 원을 받는 것을 포기하고 50% 확률로 300 원을 받고 50% 확률로 아무것도 얻지 못하는 기회를 택하겠습니까?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,ChatGPT-4o,Korean
R_02_KOR,N/A,지금 100 원을 받는 것을 포기하고 50% 확률로 300 원을 받고 50% 확률로 아무것도 얻지 못하는 기회를 택하겠습니까?,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0.46,0.2484,DeepSeek,Korean
R_02_KOR,N/A,지금 100 원을 받는 것을 포기하고 50% 확률로 300 원을 받고 50% 확률로 아무것도 얻지 못하는 기회를 택하겠습니까?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,0.0384,Grok,Korean
R_02_KOR,,지금 100 원을 받는 것을 포기하고 50% 확률로 300 원을 받고 50% 확률로 아무것도 얻지 못하는 기회를 택하겠습니까?,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0.82,0.1476,Llama,Korean
R_02_KOR,N/A,지금 100 원을 받는 것을 포기하고 50% 확률로 300 원을 받고 50% 확률로 아무것도 얻지 못하는 기회를 택하겠습니까?,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.0195999999999999,Qwen,Korean
R_02_RUS,N/A,Вы бы отказались от получения 100 руб. сейчас ради 50% шанса получить 300 руб. и 50% шанса не получить ничего?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Gemini,Russian
R_02_RUS,N/A,Вы бы отказались от получения 100 руб. сейчас ради 50% шанса получить 300 руб. и 50% шанса не получить ничего?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Qwen,Russian
R_02_RUS,N/A,Вы бы отказались от получения 100 руб. сейчас ради 50% шанса получить 300 руб. и 50% шанса не получить ничего?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,ChatGPT-4o,Russian
R_02_RUS,,Вы бы отказались от получения 100 руб. сейчас ради 50% шанса получить 300 руб. и 50% шанса не получить ничего?,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0.7,0.21,Llama,Russian
R_02_RUS,N/A,Вы бы отказались от получения 100 руб. сейчас ради 50% шанса получить 300 руб. и 50% шанса не получить ничего?,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0.48,0.24959999999999991,DeepSeek,Russian
R_02_RUS,N/A,Вы бы отказались от получения 100 руб. сейчас ради 50% шанса получить 300 руб. и 50% шанса не получить ничего?,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.0,Grok,Russian
R_02_RUS,N/A,Вы бы отказались от получения 100 руб. сейчас ради 50% шанса получить 300 руб. и 50% шанса не получить ничего?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Claude,Russian
R_03,N/A,"If you invest 1,000 RMB with a 10% chance of doubling it and a 90% chance of losing everything, would you invest?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,ChatGPT-4o,English
R_03,N/A,"If you invest 1,000 RMB with a 10% chance of doubling it and a 90% chance of losing everything, would you invest?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,Gemini,English
